ID,tariff,stimulus,kwh_2009_08,kwh_2009_09,kwh_2009_10,kwh_2009_11,kwh_2009_12,kwh_2010_01,kwh_2010_02,kwh_2010_03,kwh_2010_04,kwh_2010_05,kwh_2010_06,kwh_2010_07,kwh_2010_08,kwh_2010_09,D_410_2,D_410_3,D_420_2.0,D_420_3.0,D_420_4.0,D_420_5.0,D_420_6.0,D_420_7.0,D_43111_2.0,D_43111_3.0,D_43111_4.0,D_43111_5.0,D_43111_6.0,D_405_2,D_43521_2.0,D_43521_3.0,D_43521_4.0,D_43521_5.0,D_43521_6.0,D_43521_7.0,D_470.1_1,D_470.2_1,D_470.3_1,D_470.4_1,D_470.5_1,D_470.6_1,D_4701.1_1,D_4701.2_1,D_4701.3_1,D_4701.4_1,D_4701.5_1,D_4701.6_1,D_4701.7_1,D_4701.8_1,D_470.7_1,D_5414_2,D_5414_3,D_5418_2,D_5418_3,D_5418_4,D_5418_5,D_5418_6
1002,E,E,114.75449999999985,151.6499999999999,148.3370000000001,193.36399999999972,177.59399999999962,187.7004999999997,154.6390000000003,154.53950000000015,121.50150000000004,158.50050000000024,159.6654999999997,170.31050000000016,171.82500000000005,126.76149999999978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1018,E,E,955.1689999999986,553.3494999999988,667.4484999999999,619.1914999999998,626.1540000000008,731.7694999999999,526.8724999999998,607.2870000000005,636.0740000000001,624.277000000001,709.2379999999993,841.4799999999997,1015.907,673.5049999999992,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1020,B,4,424.2209999999997,448.3389999999997,444.5795000000007,451.1220000000001,582.3304999999998,573.1684999999994,461.7180000000001,464.0614999999996,454.7165000000003,413.69850000000076,422.72799999999984,394.88950000000006,506.97299999999984,482.2779999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1022,E,E,283.19799999999975,275.66700000000003,270.7599999999996,281.39800000000014,195.32950000000042,149.85649999999984,242.8725000000001,251.96449999999973,245.40699999999993,224.4570000000003,272.8555,305.26249999999976,305.64050000000026,263.59049999999957,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1027,E,E,155.27899999999985,143.855,158.01549999999975,170.00900000000001,216.32600000000042,198.80550000000056,157.83800000000014,172.57900000000018,145.6289999999997,145.46049999999985,98.67349999999972,124.32499999999986,139.56049999999982,174.7044999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1036,E,E,163.15300000000005,193.42150000000046,236.56299999999942,254.2429999999998,298.9824999999997,575.651,567.5854999999996,404.39500000000083,193.5314999999994,168.53999999999976,136.50499999999994,159.3444999999999,172.95999999999992,195.43499999999986,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1042,B,4,419.4844999999997,524.7569999999994,626.6499999999999,556.4725000000009,481.52700000000124,444.5599999999995,328.6650000000005,348.55800000000056,494.47299999999984,493.39499999999987,391.46699999999987,229.91199999999984,444.02250000000015,475.61399999999963,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1058,E,E,259.3245000000003,203.0630000000003,249.75199999999973,233.02899999999963,339.9144999999998,360.62700000000063,301.54849999999936,279.4555000000004,245.0660000000006,291.1419999999997,212.93300000000005,242.87450000000007,247.34999999999988,233.2965000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1059,E,E,606.2724999999995,582.4280000000008,639.9315000000005,645.9284999999999,834.2369999999988,825.0650000000016,655.4635000000002,615.7415000000002,592.7080000000005,546.5845000000013,505.3094999999996,626.2030000000002,617.7000000000005,601.4754999999998,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1060,E,E,134.7524999999996,191.11299999999974,249.80800000000053,284.9830000000005,377.81199999999967,380.5040000000001,285.7510000000001,297.8725000000005,252.15049999999968,161.34050000000025,142.3684999999998,145.83949999999996,144.39749999999952,145.0709999999999,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1073,E,E,733.9149999999989,742.8974999999997,798.1760000000003,881.5414999999983,972.7240000000003,983.1415000000007,843.125000000001,871.7395000000004,739.9075000000001,728.2949999999997,591.3855000000009,538.4699999999981,614.5724999999994,633.0990000000014,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1076,E,E,313.8270000000006,373.92299999999983,333.1930000000005,409.99550000000016,579.2770000000005,701.3975000000012,577.4270000000008,522.9605000000003,298.8325000000008,250.7004999999998,252.77849999999992,253.15049999999997,262.1439999999997,262.43250000000006,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1107,E,E,299.2474999999996,324.15949999999975,335.9224999999995,351.14300000000037,454.69049999999964,455.1544999999987,387.00899999999984,385.7549999999998,317.05849999999964,314.8079999999999,321.6975000000002,313.6640000000005,344.46400000000017,371.1639999999999,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1120,E,E,86.68199999999995,52.741500000000116,59.13750000000013,76.43149999999955,73.78999999999937,78.83900000000014,64.88150000000007,69.38200000000025,84.40100000000027,56.39949999999987,54.276500000000325,70.75850000000015,74.69549999999997,69.55450000000019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1130,E,E,497.9805000000002,482.9690000000009,550.5514999999997,610.6840000000002,753.4239999999992,685.5380000000008,576.5995000000004,590.4115000000006,498.3904999999994,479.19899999999984,496.37500000000017,577.3644999999992,523.2079999999996,526.3605,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1141,E,E,474.06499999999886,445.8495000000003,515.9825000000003,475.8849999999998,536.762499999999,517.367499999999,446.0289999999998,456.3300000000002,426.99200000000013,463.6609999999997,445.54800000000006,456.97549999999984,511.9789999999997,464.76250000000016,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1144,E,E,448.20850000000013,365.7855,394.12100000000055,382.90650000000005,521.8650000000001,497.34050000000053,428.1405000000004,432.44600000000025,436.98999999999967,405.15400000000017,309.8000000000001,414.2089999999996,392.81599999999986,396.44700000000086,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1153,B,4,279.46599999999967,254.9705,301.1214999999999,347.61900000000014,377.1759999999995,396.81999999999925,302.8100000000004,312.2199999999997,269.3439999999997,226.57850000000016,126.21399999999944,160.61349999999976,240.19200000000004,268.91799999999995,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1157,E,E,370.29,397.1089999999999,467.0829999999999,563.3224999999994,607.4894999999995,554.1819999999997,492.960500000001,482.4624999999992,425.8799999999998,464.0069999999997,432.13499999999976,445.7410000000004,491.0805000000003,471.86049999999983,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1164,E,E,348.9280000000005,414.5595000000006,475.2445000000008,548.106499999999,670.9650000000006,603.5614999999998,404.48799999999983,457.3195000000002,309.4029999999997,407.5980000000001,348.5839999999994,386.5489999999992,319.1619999999998,464.98749999999967,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1176,E,E,402.954,392.20149999999967,516.1439999999994,592.1964999999999,695.2219999999992,627.1110000000008,480.14500000000083,434.44600000000014,339.99650000000025,354.0345000000003,331.3990000000004,368.1395000000004,376.906,385.166,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1179,E,E,140.25249999999986,135.01250000000027,210.8279999999997,342.172499999999,502.60050000000007,475.16299999999984,366.8634999999988,228.36899999999932,199.98299999999983,144.65049999999974,133.2,125.5145000000001,128.34100000000015,136.57149999999962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1212,E,E,325.42899999999963,465.09850000000085,463.8595000000008,443.49150000000014,541.1549999999988,534.5489999999994,356.72949999999923,426.36450000000013,328.3464999999996,291.5265000000003,261.3784999999994,285.5975000000002,287.3584999999997,347.03899999999953,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1219,B,4,302.08400000000074,292.8180000000004,323.0175000000003,358.44100000000014,470.74200000000025,417.76049999999987,384.2810000000002,313.9535000000002,307.80050000000057,315.9850000000006,194.34550000000007,209.7135000000004,184.90799999999973,212.07799999999986,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1225,E,E,248.19299999999984,219.64199999999985,248.1184999999999,282.2099999999995,388.677,371.38099999999963,257.7739999999996,230.38399999999982,214.0375,212.22399999999985,236.63450000000014,229.3729999999996,252.18300000000016,228.8959999999997,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1229,E,E,483.14099999999985,465.7544999999997,549.5755000000006,643.0004999999989,628.4985000000006,635.235,430.203,456.9875000000001,418.1344999999996,403.96950000000083,437.04949999999985,484.51099999999946,467.5704999999999,423.3400000000004,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1236,B,4,163.58250000000024,165.91849999999974,166.12250000000014,227.88349999999957,288.8834999999999,231.4905000000004,201.0734999999999,192.27900000000002,168.89199999999968,173.74499999999992,155.71150000000003,162.61550000000008,167.52449999999988,169.56149999999963,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1239,E,E,404.583,402.81049999999976,433.1955,432.7035000000001,456.01749999999964,454.0275,374.34549999999945,435.72499999999985,405.9320000000005,425.77950000000084,389.8255000000002,403.1410000000001,393.69850000000014,379.68900000000036,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1246,E,E,683.1975000000014,701.8454999999993,753.5099999999999,707.8045000000003,777.0824999999992,773.1629999999992,746.9584999999997,816.2484999999991,655.8895000000006,710.1459999999997,522.3570000000012,519.1554999999996,622.9104999999997,612.7484999999998,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1255,E,E,238.2825000000002,191.52250000000015,229.65000000000043,269.2685000000006,276.7645,300.3120000000002,266.6180000000004,232.8815000000002,260.7069999999996,194.84599999999972,193.27200000000008,219.936,303.44349999999963,197.33549999999974,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1257,E,E,248.6879999999996,235.05799999999985,269.4874999999998,277.934,227.1495,293.1434999999997,246.5754999999997,302.9974999999999,267.1280000000003,268.39899999999994,191.5355000000004,187.27200000000062,206.57200000000046,268.0325000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1262,E,E,129.2275,151.30250000000038,194.14199999999968,379.0190000000003,907.9575000000003,639.7429999999988,86.57200000000101,22.289999999999992,26.34649999999986,28.58449999999973,52.33250000000002,34.179499999999855,14.004500000000007,0.8469999999999999,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1268,E,E,177.46750000000026,186.5770000000002,200.54250000000042,231.1975,242.0814999999998,222.51200000000009,210.34850000000003,193.06550000000016,181.07800000000037,192.2805000000005,163.7480000000005,168.37000000000015,188.4469999999996,176.8765000000004,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1274,E,E,233.70250000000007,232.81000000000026,297.2484999999994,306.2620000000001,532.5495000000002,373.4460000000006,318.4840000000004,265.403,262.99549999999994,257.3564999999999,295.1775000000003,391.1624999999996,357.0225000000006,273.76150000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1277,E,E,56.184000000000104,199.709,229.1175,215.6024999999996,211.1085,220.42350000000016,216.89949999999996,240.38549999999958,178.0655,175.05799999999996,149.59349999999978,183.44150000000005,87.90500000000004,185.14599999999987,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1281,E,E,433.8864999999994,419.55249999999984,444.16350000000006,308.4960000000001,507.8595000000007,473.479,459.60000000000053,328.6605000000007,337.7570000000002,299.47050000000036,446.2759999999989,480.9554999999999,504.8635,439.02699999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1286,E,E,310.50399999999973,300.6889999999997,392.75149999999917,287.29600000000005,471.38700000000085,545.4095000000004,422.87749999999977,423.17450000000053,312.65500000000037,316.14750000000043,282.31099999999975,393.56500000000017,388.5599999999995,256.02999999999986,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1294,E,E,359.57199999999995,362.93549999999914,430.0104999999997,473.39950000000084,607.2879999999998,557.4044999999994,447.8524999999997,418.03450000000055,352.9399999999997,463.23350000000033,357.39549999999963,361.27849999999944,365.0394999999994,345.380999999999,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1301,E,E,350.37050000000005,717.2304999999994,580.2989999999992,509.37199999999984,464.8800000000005,441.6655,300.78250000000037,473.9714999999997,457.6730000000002,538.5539999999999,419.6095000000003,468.7609999999996,508.65399999999886,279.9059999999997,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1317,E,E,322.5990000000007,331.6655000000001,339.91350000000097,380.347,406.1219999999989,388.02599999999916,293.5584999999994,344.85849999999937,277.88700000000057,305.24599999999884,280.0059999999989,287.12299999999914,316.25999999999766,328.5924999999984,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1331,E,E,306.0725,264.9055,342.43300000000005,294.0259999999994,325.70550000000014,294.0589999999998,274.6304999999998,270.46000000000043,248.34900000000016,266.076,393.67350000000016,313.7404999999997,246.39200000000028,233.02600000000007,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1336,E,E,736.3125000000006,699.0585000000008,716.2784999999997,823.6724999999997,975.8079999999992,892.8409999999992,815.6149999999992,776.1310000000001,731.548,742.5485000000009,687.5559999999992,364.5745000000027,680.0919999999999,836.4445000000004,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1364,E,E,240.628,245.0164999999999,291.3714999999996,348.6839999999998,400.95250000000084,633.3614999999996,442.36650000000037,375.35700000000014,328.83949999999976,211.7335000000004,182.12700000000015,204.92400000000032,248.1565,212.63450000000026,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1365,E,E,256.6855000000004,201.7475000000001,165.5980000000003,252.44950000000014,280.66349999999983,235.7459999999998,227.66849999999968,209.54149999999973,235.28399999999985,206.3840000000004,198.64100000000028,223.94049999999987,200.27000000000018,183.22800000000004,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1371,E,E,443.2629999999992,604.8689999999992,609.1989999999988,631.4994999999992,566.8665000000021,602.7924999999998,521.6440000000006,536.7374999999988,469.85249999999945,423.7909999999998,395.1950000000008,456.8949999999994,340.24099999999993,503.42699999999996,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1376,E,E,359.1825000000002,482.4170000000007,516.61,570.1559999999997,794.7529999999991,893.6070000000002,983.3039999999994,586.9590000000009,412.10700000000037,416.6674999999994,385.59600000000006,420.4385,401.35649999999987,302.83050000000014,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1379,E,E,230.7665000000004,264.4269999999999,240.19200000000026,279.94000000000005,936.4919999999993,824.0675000000003,352.07049999999987,250.4390000000001,217.96450000000027,302.27400000000017,266.4174999999999,288.83850000000007,296.64299999999963,199.34699999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
