date,year,month,day,hour,minute,hour_cer,day_cer,ym
2009-01-08 00:00:00,2009,1,8,4,30,10,8,2009-01
2009-01-08 00:00:00,2009,1,8,5,0,11,8,2009-01
2009-01-08 00:00:00,2009,1,8,5,30,12,8,2009-01
2009-01-08 00:00:00,2009,1,8,6,0,13,8,2009-01
2009-01-08 00:00:00,2009,1,8,6,30,14,8,2009-01
2009-01-08 00:00:00,2009,1,8,7,0,15,8,2009-01
2009-01-08 00:00:00,2009,1,8,7,30,16,8,2009-01
2009-01-08 00:00:00,2009,1,8,8,0,17,8,2009-01
2009-01-08 00:00:00,2009,1,8,8,30,18,8,2009-01
2009-01-08 00:00:00,2009,1,8,9,0,19,8,2009-01
2009-01-08 00:00:00,2009,1,8,9,30,20,8,2009-01
2009-01-08 00:00:00,2009,1,8,10,0,21,8,2009-01
2009-01-08 00:00:00,2009,1,8,10,30,22,8,2009-01
2009-01-08 00:00:00,2009,1,8,11,0,23,8,2009-01
2009-01-08 00:00:00,2009,1,8,11,30,24,8,2009-01
2009-01-08 00:00:00,2009,1,8,12,0,25,8,2009-01
2009-01-08 00:00:00,2009,1,8,12,30,26,8,2009-01
2009-01-08 00:00:00,2009,1,8,13,0,27,8,2009-01
2009-01-08 00:00:00,2009,1,8,13,30,28,8,2009-01
2009-01-08 00:00:00,2009,1,8,14,0,29,8,2009-01
2009-01-08 00:00:00,2009,1,8,14,30,30,8,2009-01
2009-01-08 00:00:00,2009,1,8,15,0,31,8,2009-01
2009-01-08 00:00:00,2009,1,8,15,30,32,8,2009-01
2009-01-08 00:00:00,2009,1,8,16,0,33,8,2009-01
2009-01-08 00:00:00,2009,1,8,16,30,34,8,2009-01
2009-01-08 00:00:00,2009,1,8,17,0,35,8,2009-01
2009-01-08 00:00:00,2009,1,8,17,30,36,8,2009-01
2009-01-08 00:00:00,2009,1,8,18,0,37,8,2009-01
2009-01-08 00:00:00,2009,1,8,18,30,38,8,2009-01
2009-01-08 00:00:00,2009,1,8,19,0,39,8,2009-01
2009-01-08 00:00:00,2009,1,8,19,30,40,8,2009-01
2009-01-08 00:00:00,2009,1,8,20,0,41,8,2009-01
2009-01-08 00:00:00,2009,1,8,20,30,42,8,2009-01
2009-01-08 00:00:00,2009,1,8,21,0,43,8,2009-01
2009-01-08 00:00:00,2009,1,8,21,30,44,8,2009-01
2009-01-08 00:00:00,2009,1,8,22,0,45,8,2009-01
2009-01-08 00:00:00,2009,1,8,22,30,46,8,2009-01
2009-01-08 00:00:00,2009,1,8,23,0,47,8,2009-01
2009-01-08 00:00:00,2009,1,8,23,30,48,8,2009-01
2009-01-09 00:00:00,2009,1,9,0,0,1,9,2009-01
2009-01-09 00:00:00,2009,1,9,0,30,2,9,2009-01
2009-01-09 00:00:00,2009,1,9,1,0,3,9,2009-01
2009-01-09 00:00:00,2009,1,9,1,30,4,9,2009-01
2009-01-09 00:00:00,2009,1,9,2,0,5,9,2009-01
2009-01-09 00:00:00,2009,1,9,2,30,6,9,2009-01
2009-01-09 00:00:00,2009,1,9,3,0,7,9,2009-01
2009-01-09 00:00:00,2009,1,9,3,30,8,9,2009-01
2009-01-09 00:00:00,2009,1,9,4,0,9,9,2009-01
2009-01-09 00:00:00,2009,1,9,4,30,10,9,2009-01
2009-01-09 00:00:00,2009,1,9,5,0,11,9,2009-01
2009-01-09 00:00:00,2009,1,9,5,30,12,9,2009-01
2009-01-09 00:00:00,2009,1,9,6,0,13,9,2009-01
2009-01-09 00:00:00,2009,1,9,6,30,14,9,2009-01
2009-01-09 00:00:00,2009,1,9,7,0,15,9,2009-01
2009-01-09 00:00:00,2009,1,9,7,30,16,9,2009-01
2009-01-09 00:00:00,2009,1,9,8,0,17,9,2009-01
2009-01-09 00:00:00,2009,1,9,8,30,18,9,2009-01
2009-01-09 00:00:00,2009,1,9,9,0,19,9,2009-01
2009-01-09 00:00:00,2009,1,9,9,30,20,9,2009-01
2009-01-09 00:00:00,2009,1,9,10,0,21,9,2009-01
2009-01-09 00:00:00,2009,1,9,10,30,22,9,2009-01
2009-01-09 00:00:00,2009,1,9,11,0,23,9,2009-01
2009-01-09 00:00:00,2009,1,9,11,30,24,9,2009-01
2009-01-09 00:00:00,2009,1,9,12,0,25,9,2009-01
2009-01-09 00:00:00,2009,1,9,12,30,26,9,2009-01
2009-01-09 00:00:00,2009,1,9,13,0,27,9,2009-01
2009-01-09 00:00:00,2009,1,9,13,30,28,9,2009-01
2009-01-09 00:00:00,2009,1,9,14,0,29,9,2009-01
2009-01-09 00:00:00,2009,1,9,14,30,30,9,2009-01
2009-01-09 00:00:00,2009,1,9,15,0,31,9,2009-01
2009-01-09 00:00:00,2009,1,9,15,30,32,9,2009-01
2009-01-09 00:00:00,2009,1,9,16,0,33,9,2009-01
2009-01-09 00:00:00,2009,1,9,16,30,34,9,2009-01
2009-01-09 00:00:00,2009,1,9,17,0,35,9,2009-01
2009-01-09 00:00:00,2009,1,9,17,30,36,9,2009-01
